ARCHIVUM PARFUMS | CATÁLOGO MAYORISTA												
Inventario organizado para lectura, búsqueda y filtros. Precios expresados en colones costarricenses.												
Consejo: filtrá por marca, público, concentración o estado de ficha desde los encabezados.												
Código	Perfume	Marca	Público	Presentación	Concentración	Notas principales	Precio mayorista	Tipo	Estado de ficha	Descripción	Imagen	Nombre original exacto
AP-2097	Moschino Light Clouds	Moschino	Mujer	100 ml	EDT	Sin clasificar	22000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/moschino_light_clouds_mujer_100ml_edt_moschino_b37ad66883.webp	MOSCHINO LIGHT CLOUDS MUJER 100ML EDT MOSCHINO
AP-2099	Moschino Pink Bouquet	Moschino	Mujer	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Gourmand · Especiado · Almizclado	16000	Perfume	Ficha verificada	Salida: raspberry, piña y bergamota. Corazón: peony, lirio de los valles (muguete), violeta y jazmín. Fondo: gingerbread, durazno (melocotón), almizcle y musgo de roble.	img/perfumes/moschino_pink_bouquet_mujer_100ml_edt_moschino_c3ec689a6f.webp	MOSCHINO PINK BOUQUET MUJER 100ML EDT MOSCHINO
AP-2093	Toy 2	Moschino	Mujer	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Almizclado	20000	Perfume	Ficha verificada	Salida: manzana, mandarina y magnolia. Corazón: white currant, peony y jazmín. Fondo: almizcle, sándalo y amberwood.	img/perfumes/toy_2_mujer_100ml_edt_moschino_d294b2ac1c.webp	TOY 2 MUJER 100ML EDT MOSCHINO
AP-2094	Toy 2 Bubble Gum	Moschino	Mujer	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Gourmand · Especiado · Almizclado	23000	Perfume	Ficha verificada	Salida: candied fruits, bitter orange y limón (lima ácida). Corazón: bubble gum, bulgarian rose, blueberry y durazno (melocotón). Fondo: almizcle, ambroxan y cedro.	img/perfumes/toy_2_bubble_gum_mujer_100ml_edt_moschino_e02dd5b493.webp	TOY 2 BUBBLE GUM MUJER 100ML EDT MOSCHINO
AP-2095	Toy 2 Pearl	Moschino	Unisex	100 ml	EDT	Amaderado · Cítrico · Floral · Almizclado · Verde	23000	Perfume	Ficha verificada	Salida: limón (lima ácida), sorbet y oregano. Corazón: sand, fresia y jazmín. Fondo: almizcle, cypress y vetiver.	img/perfumes/toy_2_pearl_unisex_100ml_edt_moschino_9a57cf789c.webp	TOY 2 PEARL UNISEX 100ML EDT  MOSCHINO
AP-1353	Toy Boy	Moschino	Hombre	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Oriental · Especiado · Almizclado	21000	Perfume	Ficha verificada	Salida: pimienta rosa, pera, indonesian nutmeg y elemi. Corazón: rosa, clove, magnolia y flax. Fondo: cachemira, haitian vetiver, sándalo y sylkolide.	img/perfumes/toy_boy_hombre_100ml_edt_moschino_94b9c243fb.webp	TOY BOY HOMBRE 100ML EDT MOSCHINO
AP-0087	Aristocrat	Mushmush	Hombre	100 ml	EDP	Sin clasificar	10000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/aristocrat_hombre_100ml_edp_mushmush_40ba6bb643.webp	ARISTOCRAT HOMBRE 100ML EDP MUSHMUSH
AP-2104	Narciso Poudree	Narciso	Mujer	90 ml	EDP	Sin clasificar	36000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/narciso_poudree_mujer_90ml_edp_narciso_48a19a656a.webp	NARCISO POUDREE MUJER 90ML EDP NARCISO
AP-2114	All Of Me Narciso	Narciso Rodriguez	Mujer	100 ml	EDP	Amaderado · Floral · Almizclado	26000	Perfume	Ficha verificada	Salida: magnolia. Corazón: rosa y bourbon geranium. Fondo: almizcle y sándalo.	img/perfumes/all_of_me_narciso_mujer_100ml_edp_narciso_rodriguez_6d7a787c80.webp	ALL OF ME NARCISO MUJER 100ML EDP NARCISO RODRIGUEZ
AP-2579	Estuche Narciso Rodriguez Narciso EDP	Narciso Rodriguez	Mujer	3 pzs. + 100 ml + 10 ml	EDP	Sin clasificar	45000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_narciso_rodriguez_narciso_edp_mujer_3pzs_100ml_edp_10ml_edp_crema_83ed658d8c.webp	ESTUCHE NARCISO RODRIGUEZ NARCISO EDP MUJER 3PZS 100ML EDP + 10ML EDP + CREMA
AP-2103	Narciso Ambree	Narciso Rodriguez	Mujer	90 ml	EDP	Amaderado · Floral · Oriental · Gourmand · Almizclado	36000	Perfume	Ficha verificada	Salida: frangipani, ylang-ylang y white flowers. Corazón: almizcle y ámbar. Fondo: cachemira, vainilla y cedro.	img/perfumes/narciso_ambree_mujer_90ml_edp_narciso_rodriguez_158c31499c.webp	NARCISO AMBREE MUJER 90ML EDP NARCISO RODRIGUEZ
AP-1377	Narciso Bleu Noir	Narciso Rodriguez	Hombre	100 ml	EDP	Amaderado · Oriental · Almizclado · Verde	33000	Perfume	Ficha verificada	Perfil dominado por acordes woody, musky, powdery, aromatic; la ficha consultada no separa salida, corazón y fondo.	img/perfumes/narciso_bleu_noir_hombre_100ml_edp_narciso_rodriguez_12ef012776.webp	NARCISO BLEU NOIR HOMBRE 100ML EDP NARCISO RODRIGUEZ
AP-1378	Narciso Bleu Noir	Narciso Rodriguez	Hombre	100 ml	EDT	Amaderado · Oriental · Especiado · Almizclado · Verde	33000	Perfume	Ficha verificada	Salida: cardamomo y nuez moscada. Corazón: almizcle. Fondo: vetiver, cedro, ebony wood y ámbar.	img/perfumes/narciso_bleu_noir_hombre_100ml_edt_narciso_rodriguez_24018276bf.webp	NARCISO BLEU NOIR HOMBRE 100ML EDT NARCISO RODRIGUEZ
AP-2105	Narciso Crystal	Narciso Rodriguez	Mujer	90 ml	EDP	Sin clasificar	32000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/narciso_crystal_mujer_90ml_edp_narciso_rodriguez_1ecd885ecf.webp	NARCISO CRYSTAL MUJER 90ML EDP NARCISO RODRIGUEZ
AP-2113	Narciso Fleur Musc	Narciso Rodriguez	Mujer	100 ml	EDP	Amaderado · Floral · Oriental · Especiado · Almizclado	35000	Perfume	Ficha verificada	Salida: pimienta rosa. Corazón: rosa, almizcle y peony. Fondo: pachulí, violeta y ámbar.	img/perfumes/narciso_fleur_musc_mujer_100ml_edp_narciso_rodriguez_4caf3ab857.webp	NARCISO FLEUR MUSC MUJER 100ML EDP NARCISO RODRIGUEZ
AP-2106	Narciso For Her	Narciso Rodriguez	Unisex	100 ml	EDP	Amaderado · Floral · Frutal · Oriental · Almizclado	38000	Perfume	Ficha verificada	Salida: rosa y durazno (melocotón). Corazón: almizcle y ámbar. Fondo: pachulí y sándalo.	img/perfumes/narciso_for_her_100ml_edp_narciso_rodriguez_5b129d4005.webp	NARCISO FOR HER 100ML EDP NARCISO RODRIGUEZ
AP-2107	Narciso For Her	Narciso Rodriguez	Unisex	100 ml	EDT	Amaderado · Cítrico · Floral · Oriental · Almizclado	35000	Perfume	Ficha verificada	Salida: african orange flower, osmanthus y bergamota. Corazón: almizcle y ámbar. Fondo: vetiver, vanille y pachulí.	img/perfumes/narciso_for_her_100ml_edt_narciso_rodriguez_c29817d871.webp	NARCISO FOR HER 100ML EDT NARCISO RODRIGUEZ
AP-2108	Narciso Intense	Narciso Rodriguez	Mujer	100 ml	EDP	Sin clasificar	39000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/narciso_intense_mujer_100ml_edp_marciso_rodriguez_f759615e52.webp	NARCISO INTENSE MUJER 100ML EDP MARCISO RODRIGUEZ
AP-2112	Narciso Musc Noir	Narciso Rodriguez	Mujer	100 ml	EDP	Frutal · Gourmand · Cuero · Almizclado	33000	Perfume	Ficha verificada	Salida: ciruela. Corazón: almizcle y heliotrope. Fondo: suede.	img/perfumes/narciso_musc_noir_mujer_100ml_edp_narciso_rodriguez_082bfe4dfd.webp	NARCISO MUSC NOIR MUJER 100ML EDP NARCISO RODRIGUEZ
AP-2110	Narciso Musc Noir Rose	Narciso Rodriguez	Mujer	100 ml	EDP	Cítrico · Floral · Frutal · Gourmand · Especiado · Almizclado	33000	Perfume	Ficha verificada	Salida: ciruela, pimienta rosa y bergamota. Corazón: almizcle, rosa y nardo. Fondo: vainilla.	img/perfumes/narciso_musc_noir_rose_mujer_100ml_edp_narciso_rodriguez_0f18fbe109.webp	NARCISO MUSC NOIR ROSE MUJER 100ML EDP NARCISO RODRIGUEZ
AP-2109	Narciso Musc Nude	Narciso Rodriguez	Mujer	100 ml	EDP	Amaderado · Cítrico · Floral · Gourmand · Especiado · Almizclado	33000	Perfume	Ficha verificada	Salida: white flowers, jazmín y pimienta rosa. Corazón: almizcle, damask rose y flor de azahar del naranjo. Fondo: haba tonka, pachulí y cedarwood.	img/perfumes/narciso_musc_nude_mujer_100ml_edp_narciso_rodriguez_814c086336.webp	NARCISO MUSC NUDE MUJER 100ML EDP NARCISO RODRIGUEZ
AP-2111	Narciso Pure Musc	Narciso Rodriguez	Mujer	100 ml	EDP	Amaderado · Floral · Almizclado	33000	Perfume	Ficha verificada	Salida: almizcle. Corazón: flowers. Fondo: cachemira.	img/perfumes/narciso_pure_musc_mujer_100ml_edp_narciso_rodriguez_7ba75894aa.webp	NARCISO PURE MUSC MUJER 100ML EDP NARCISO RODRIGUEZ
AP-2102	Narciso Rouge	Narciso Rodriguez	Mujer	90 ml	EDP	Amaderado · Cítrico · Floral · Gourmand · Almizclado	36000	Perfume	Ficha verificada	Salida: iris y bulgarian rose. Corazón: almizcle, nardo y flor de azahar del naranjo. Fondo: haba tonka, vainilla, white cedar extract y cedro.	img/perfumes/narciso_rouge_mujer_90ml_edp_narciso_rodriguez_cd803cdfcb.webp	NARCISO ROUGE MUJER 90ML EDP NARCISO RODRIGUEZ
AP-1379	Narciso Vetiver Musc	Narciso Rodriguez	Hombre	100 ml	EDT	Amaderado · Oriental · Especiado · Almizclado · Verde	33000	Perfume	Ficha verificada	Salida: cypress, cardamon y nuez moscada. Corazón: almizcle, bourbon geranium, lavanda y red algae. Fondo: vetiver, cedro y pachulí.	img/perfumes/narciso_vetiver_musc_hombre_100ml_edt_narciso_rodriguez_103bb13a42.webp	NARCISO VETIVER MUSC HOMBRE 100ML EDT NARCISO RODRIGUEZ
AP-1374	Nautica	Nautica	Hombre	100 ml	EDT	Amaderado · Cítrico · Floral · Oriental · Especiado · Almizclado · Verde	8500	Perfume	Ficha verificada	Salida: aldehydes, lime, limón (lima ácida) y bergamota. Corazón: jazmín, cyclamen, rosa y geranio. Fondo: sándalo, cedro, almizcle y pachulí.	img/perfumes/nautica_hombre_100ml_edt_nautica_7bc8602e89.webp	NAUTICA HOMBRE 100ML EDT NAUTICA
AP-1375	Nautica Blue	Nautica	Hombre	100 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Gourmand · Almizclado	8500	Perfume	Ficha verificada	Salida: piña, bergamota y durazno (melocotón). Corazón: water lily y jazmín. Fondo: sándalo, almizcle y cedro.	img/perfumes/nautica_blue_hombre_100ml_edt_nautica_3dea0e82f8.webp	NAUTICA BLUE HOMBRE 100ML EDT NAUTICA
AP-1376	Nautica Blue Sail	Nautica	Hombre	100 ml	EDT	Amaderado · Frutal · Oriental · Almizclado · Verde	9500	Perfume	Ficha verificada	Salida: green leaves y manzana. Corazón: water notes. Fondo: almizcle, ámbar y moss.	img/perfumes/nautica_blue_sail_hombre_100ml_edt_nautica_284ed01df3.webp	NAUTICA BLUE SAIL HOMBRE 100ML EDT NAUTICA
AP-1369	Nautica Voyage	Nautica	Hombre	100 ml	EDT	Amaderado · Floral · Frutal · Oriental · Almizclado · Verde	7500	Perfume	Ficha verificada	Salida: green leaves y manzana. Corazón: flor de loto y mimosa. Fondo: almizcle, cedro, musgo de roble y ámbar.	img/perfumes/nautica_voyage_hombre_100ml_edt_nautica_33cfc6120a.webp	NAUTICA VOYAGE HOMBRE 100ML EDT NAUTICA
AP-1370	Nautica Voyage	Nautica	Hombre	200 ml	EDT	Amaderado · Floral · Frutal · Oriental · Almizclado · Verde	12000	Perfume	Ficha verificada	Salida: green leaves y manzana. Corazón: flor de loto y mimosa. Fondo: almizcle, cedro, musgo de roble y ámbar.	img/perfumes/nautica_voyage_hombre_200ml_edt_nautica_d2c11e23d2.webp	NAUTICA VOYAGE HOMBRE 200ML EDT NAUTICA
AP-1372	Nautica Voyage Heritage	Nautica	Hombre	100 ml	EDT	Amaderado · Floral · Especiado · Verde	9500	Perfume	Ficha verificada	Salida: rosemary y menta. Corazón: lavanda y jengibre. Fondo: sándalo y madera de gaiac.	img/perfumes/nautica_voyage_heritage_hombre_100ml_edt_nautica_2130d084d3.webp	NAUTICA VOYAGE HERITAGE HOMBRE 100ML EDT NAUTICA
AP-1373	Nautica Voyage N83	Nautica	Hombre	100 ml	EDT	Sin clasificar	10500	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/nautica_voyage_n83_hombre_100ml_edt_nautica_cc16690cd7.webp	NAUTICA VOYAGE N83 HOMBRE 100ML EDT NAUTICA
AP-1371	Nautica Voyage Sport	Nautica	Hombre	100 ml	EDT	Amaderado · Cítrico · Frutal · Especiado · Almizclado · Verde	9500	Perfume	Ficha verificada	Salida: sea notes, cítricos, sea salt y coriander. Corazón: manzana, geranio, palm leaf y green pepper. Fondo: almizcle, vetiver, pachulí y brazilian redwood.	img/perfumes/nautica_voyage_sport_hombre_100ml_edt_nautica_e58e18c326.webp	NAUTICA VOYAGE SPORT HOMBRE 100ML EDT NAUTICA
AP-1148	Commando Prestige de New Brand Perfumes	New Brand Perfumes	Hombre	100 ml	EDT	Sin clasificar	6000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/commando_prestige_de_new_brand_perfumes_hombre_100ml_edt_new_brand_perfumes_fcf1a4cc2e.webp	COMMANDO PRESTIGE DE NEW BRAND PERFUMES HOMBRE 100ML EDT  NEW BRAND PERFUMES
AP-2115	Aires del Tiempo	Nina Ricci	Mujer	100 ml	EDT	Sin clasificar	25000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/aires_del_tiempo_mujer_100ml_edt_nina_ricci_e24302fcbb.webp	AIRES DEL TIEMPO MUJER 100ML EDT NINA RICCI
AP-2117	Nina	Nina Ricci	Mujer	80 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Almizclado · Verde	29000	Perfume	Ficha verificada	Salida: aldehydes, mimosa, marigold y notas verdes. Corazón: mimosa, raíz de lirio, ylang-ylang y violeta. Fondo: musgo de roble, civet, iris y almizcle.	img/perfumes/nina_mujer_80ml_edt_nina_ricci_bf65b433a7.webp	NINA MUJER 80ML EDT NINA RICCI
AP-2124	Nina	Nina Ricci	Mujer	80 ml	Parfum	Amaderado · Cítrico · Floral · Frutal · Oriental · Gourmand · Verde	30000	Perfume	Ficha verificada	Salida: red apple, manzana, manzana verde y italian lemon. Corazón: nardo, flor de azahar del naranjo y gardenia. Fondo: amberwood y vainilla.	img/perfumes/nina_mujer_80ml_perfume_nina_ricci_510dbf3b75.webp	NINA MUJER 80ML PERFUME NINA RICCI
AP-2122	Nina Bella	Nina Ricci	Mujer	80 ml	EDP	Sin clasificar	29000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/nina_bella_mujer_80ml_edp_nina_ricci_79fdad6ba9.webp	NINA BELLA MUJER 80ML EDP NINA RICCI
AP-2119	Nina Fleur	Nina Ricci	Mujer	80 ml	EDT	Amaderado · Cítrico · Floral · Frutal · Almizclado	29000	Perfume	Ficha verificada	Salida: italian lemon y granny smith apple. Corazón: flor de azahar del naranjo y neroli. Fondo: white musk y cedro.	img/perfumes/nina_fleur_mujer_80ml_edt_nina_ricci_6c2f566be7.webp	NINA FLEUR MUJER 80ML EDT NINA RICCI
AP-2120	Nina Ilusion	Nina Ricci	Mujer	80 ml	EDP	Amaderado · Cítrico · Floral · Frutal · Gourmand · Especiado	36000	Perfume	Ficha verificada	Salida: yuzu, italian lemon y pimienta rosa. Corazón: raspberry y flor de azahar del naranjo. Fondo: bourbon vanilla y pachulí.	img/perfumes/nina_ilusion_mujer_80ml_edp_nina_ricci_5e17afb075.webp	NINA ILUSION MUJER 80ML EDP  NINA RICCI
AP-2123	Nina Luna	Nina Ricci	Mujer	80 ml	EDP	Sin clasificar	29000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/nina_luna_mujer_80ml_edp_nina_ricci_22f7b50648.webp	NINA LUNA MUJER 80ML EDP NINA RICCI
AP-2118	Nina Rose	Nina Ricci	Mujer	80 ml	EDP	Amaderado · Cítrico · Floral · Frutal · Gourmand · Almizclado · Verde	29000	Perfume	Ficha verificada	Salida: limón (lima ácida), bergamota y pera. Corazón: flor de azahar del naranjo, neroli y jazmín. Fondo: almizcle y cedro.	img/perfumes/nina_rose_mujer_80ml_edp_nina_ricci_2638497297.webp	NINA ROSE MUJER 80ML EDP NINA RICCI
AP-2121	Nina Rouge	Nina Ricci	Mujer	80 ml	EDP	Cítrico · Floral · Frutal · Gourmand · Especiado	29000	Perfume	Ficha verificada	Salida: raspberry y citron. Corazón: gardenia y ginger flower. Fondo: caramelo y bourbon vanilla.	img/perfumes/nina_rouge_mujer_80ml_edp_nina_ricci_e031649dbf.webp	NINA ROUGE MUJER 80ML EDP NINA RICCI
AP-2125	Nina Rouge Extra	Nina Ricci	Mujer	80 ml	EDP	Sin clasificar	29000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/nina_rouge_extra_mujer_80ml_edp_nina_ricci_7da2dc367a.webp	NINA ROUGE EXTRA MUJER 80ML EDP NINA RICCI
AP-2126	Ricci Ricci	Nina Ricci	Mujer	80 ml	EDP	Amaderado · Cítrico · Floral · Frutal · Verde	29000	Perfume	Ficha verificada	Salida: rhuburb y bergamota. Corazón: datura, nardo y tincture of rose. Fondo: pachulí y sándalo.	img/perfumes/ricci_ricci_mujer_80ml_edp_nina_ricci_06711c000b.webp	RICCI RICCI MUJER 80ML EDP NINA RICCI
AP-2116	Venus	Nina Ricci	Mujer	80 ml	EDP	Sin clasificar	45000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/venus_mujer_80ml_edp_nina_ricci_d45687eb2d.webp	VENUS MUJER 80ML EDP NINA RICCI
AP-0055	Nusuk Saher Extrait	Nusuk	Mujer	100 ml	Parfum	Sin clasificar	27000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/nusuk_saher_extrait_mujer_100ml_edp_nusuk_1c52fbb5a6.webp	NUSUK SAHER EXTRAIT MUJER 100ML EDP NUSUK
AP-0828	Amber Noir	Orientica	Unisex	80 ml	Parfum	Sin clasificar	33000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/amber_noir_unisex_perfume_80ml_orientica_b9b2b03c49.webp	AMBER NOIR UNISEX PERFUME 80ML ORIENTICA
AP-0826	Amber Rouge	Orientica	Unisex	80 ml	EDP	Sin clasificar	32000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/amber_rouge_unisex_80ml_edp_orientica_e9ab4eef42.webp	AMBER ROUGE UNISEX 80ML EDP ORIENTICA
AP-0825	Azure Fantasy	Orientica	Hombre	80 ml	EDP	Sin clasificar	30000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/azure_fantasy_hombre_80ml_edp_orientica_4d5e84545a.webp	AZURE FANTASY HOMBRE 80ML EDP ORIENTICA
AP-0838	Cuir Noir	Orientica	Hombre	80 ml	EDP	Sin clasificar	28000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/cuir_noir_hombre_80ml_edp_orientica_90ad8e946f.webp	CUIR NOIR HOMBRE 80ML EDP ORIENTICA
AP-0824	Dania	Orientica	Mujer	80 ml	EDP	Sin clasificar	30000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/dania_mujer_80ml_edp_orientica_064932efd7.webp	DANIA MUJER 80ML EDP ORIENTICA
AP-2439	Estuche Minis Orientica	Orientica	Unisex	5 pzs.	No indicada	Sin clasificar	20000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_minis_orientica_unisex_5pzs_amber_royal_bleu_velvet_gold_oud_saffron_amber_rouge_45c3066e9a.webp	ESTUCHE MINIS ORIENTICA UNISEX 5PZS AMBER - ROYAL BLEU - VELVET GOLD - OUD SAFFRON - AMBER ROUGE
AP-2564	Estuche Orientica Orientica Velvet Gold	Orientica	Unisex	4 pzs. + 80 ml + 10 ml	EDP	Sin clasificar	30000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_orientica_orientica_velvet_gold_unisex_4pzs_80ml_edp_10ml_edp_atomizador_cosmeti_1226a4d842.webp	ESTUCHE ORIENTICA ORIENTICA VELVET GOLD UNISEX 4PZS 80ML EDP + 10ML EDP + ATOMIZADOR + COSMETIQUERA
AP-2563	Estuche Orientica OUD Saffron	Orientica	Unisex	4 pzs. + 80 ml + 10 ml	EDP	Sin clasificar	30000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_orientica_oud_saffron_unisex_4pzs_80ml_edp_10ml_edp_atomizador_cosmetiquera_54e513deb9.webp	ESTUCHE ORIENTICA OUD SAFFRON UNISEX 4PZS 80ML EDP + 10ML EDP + ATOMIZADOR + COSMETIQUERA
AP-2562	Estuche Orientica Royal Amber	Orientica	Unisex	4 pzs. + 100 ml + 7.5 ml + 10 ml	EDP	Sin clasificar	30000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_orientica_royal_amber_unisex_4pzs_100ml_edp_7_5ml_edp_10ml_edp_10ml_edp_51646647df.webp	ESTUCHE ORIENTICA ROYAL AMBER UNISEX 4PZS 100ML EDP + 7.5ML EDP + 10ML EDP + 10ML EDP
AP-2565	Estuche Orientica Royal Amber	Orientica	Unisex	4 pzs. + 100 ml + 7.5 ml + 10 ml	EDP	Sin clasificar	30000	Estuche	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_orientica_royal_amber_unisex_4pzs_100ml_edp_7_5ml_edp_10ml_edp_10ml_edp_51646647df.webp	ESTUCHE ORIENTICA ROYAL AMBER UNISEX 4PZS 100ML EDP + 7.5ML EDP + 10ML EDP + 10ML EDP
AP-0821	Orientica Arte Bellisimo Exotic	Orientica	Mujer	100 ml	EDT	Sin clasificar	30000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/orientica_arte_bellisimo_exotic_mujer_100ml_edt_orientica_b796647de3.webp	ORIENTICA ARTE BELLISIMO EXOTIC MUJER 100ML EDT ORIENTICA
AP-0820	Orientica Arte Bellisimo Romantic	Orientica	Mujer	100 ml	EDT	Sin clasificar	30000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/orientica_arte_bellisimo_romantic_mujer_100ml_edt_orientica_f16ba9c780.webp	ORIENTICA ARTE BELLISIMO ROMANTIC MUJER 100ML EDT ORIENTICA
AP-0822	Orientica Desert Dusk	Orientica	Unisex	100 ml	EDP	Sin clasificar	30000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/orientica_desert_dusk_unisex_100ml_edp_orientica_aca75f16f5.webp	ORIENTICA DESERT DUSK UNISEX 100ML EDP ORIENTICA
AP-0841	Orientica Fleur	Orientica	Unisex	90 ml	EDP	Sin clasificar	28000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/orientica_fleur_unisex_90ml_edp_orientica_1df07d876f.webp	ORIENTICA FLEUR UNISEX 90ML EDP ORIENTICA
AP-0833	Orientica Le Motif Imperial Gold	Orientica	Unisex	100 ml	No indicada	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/orientica_le_motif_imperial_gold_hombres_100ml_orientica_3153dfebc5.webp	ORIENTICA LE MOTIF IMPERIAL GOLD HOMBRES 100ML ORIENTICA
AP-0832	Orientica Le Motif Wild Neroli	Orientica	Unisex	85 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/orientica_le_motif_wild_neroli_hombres_85ml_edp_orientica_a1bc5aa0b1.webp	ORIENTICA LE MOTIF WILD NEROLI HOMBRES 85ML EDP ORIENTICA
AP-0840	Orientica Melodie	Orientica	Mujer	100 ml	EDP	Sin clasificar	28000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/orientica_melodie_mujer_100ml_edp_orientica_39da1acb44.webp	ORIENTICA MELODIE MUJER 100ML EDP ORIENTICA
AP-0839	Orientica Rose	Orientica	Mujer	80 ml	EDP	Sin clasificar	28000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/orientica_rose_mujer_80ml_edp_orientica_12c3332c84.webp	ORIENTICA ROSE MUJER 80ML EDP ORIENTICA
AP-0823	Orientica Rose Eclat 100ml EDP	Orientica	Unisex	100 ml	EDP	Sin clasificar	30000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/orientica_rose_eclat_100ml_edp_unisex_orientica_166760ee74.webp	ORIENTICA ROSE ECLAT 100ML EDP UNISEX ORIENTICA
AP-0819	Orientica Royal Collection Noble	Orientica	Unisex	100 ml	EDP	Sin clasificar	30000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/orientica_royal_collection_noble_unisex_100ml_edp_orientica_06a3f04f52.webp	ORIENTICA ROYAL COLLECTION NOBLE UNISEX 100ML EDP ORIENTICA
